; saxpy-grid 1048576 1073741824, Thu Mar 15 08:11:18 2018
index,dev_id,dev_name,dev_CC,dev_memClock,dev_clock,n,numSMs,blocks_i,blocks_i/numSMs,blocks_n,TBlocksize,TRuns,min_time,max_throughput
   1, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 52, 4, 16384, 128, 5, 0.212512 ms, 118.421 GB/s
   2, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 104, 8, 16384, 128, 5, 0.177088 ms, 142.109 GB/s
   3, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 208, 16, 16384, 128, 5, 0.160864 ms, 156.442 GB/s
   4, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 416, 32, 16384, 128, 5, 0.164864 ms, 152.646 GB/s
   5, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 832, 64, 16384, 128, 5, 0.161536 ms, 155.791 GB/s
   6, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 1664, 128, 16384, 128, 5, 0.164352 ms, 153.121 GB/s
   7, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 3328, 256, 16384, 128, 5, 0.164384 ms, 153.092 GB/s
   8, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 6656, 512, 16384, 128, 5, 0.161824 ms, 155.514 GB/s
   9, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 13312, 1024, 16384, 128, 5, 0.159744 ms, 157.538 GB/s
  10, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 16384, 1260, 16384, 128, 5, 0.159232 ms, 158.045 GB/s
   0, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 26, 2, 8192, 256, 5, 0.214688 ms, 117.22 GB/s
   1, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 52, 4, 8192, 256, 5, 0.174144 ms, 144.512 GB/s
   2, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 104, 8, 8192, 256, 5, 0.16112 ms, 156.193 GB/s
   3, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 208, 16, 8192, 256, 5, 0.165184 ms, 152.35 GB/s
   4, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 416, 32, 8192, 256, 5, 0.16176 ms, 155.575 GB/s
   5, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 832, 64, 8192, 256, 5, 0.163584 ms, 153.84 GB/s
   6, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 1664, 128, 8192, 256, 5, 0.164512 ms, 152.973 GB/s
   7, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 3328, 256, 8192, 256, 5, 0.16192 ms, 155.421 GB/s
   8, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 6656, 512, 8192, 256, 5, 0.161504 ms, 155.822 GB/s
   9, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 8192, 630, 8192, 256, 5, 0.1616 ms, 155.729 GB/s
   0, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 26, 2, 4096, 512, 5, 0.175552 ms, 143.353 GB/s
   1, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 52, 4, 4096, 512, 5, 0.162208 ms, 155.145 GB/s
   2, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 104, 8, 4096, 512, 5, 0.1648 ms, 152.705 GB/s
   3, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 208, 16, 4096, 512, 5, 0.162016 ms, 155.329 GB/s
   4, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 416, 32, 4096, 512, 5, 0.160544 ms, 156.753 GB/s
   5, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 832, 64, 4096, 512, 5, 0.16304 ms, 154.354 GB/s
   6, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 1664, 128, 4096, 512, 5, 0.162464 ms, 154.901 GB/s
   7, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 3328, 256, 4096, 512, 5, 0.162144 ms, 155.207 GB/s
   8, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 4096, 315, 4096, 512, 5, 0.163744 ms, 153.69 GB/s
   0, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 26, 2, 2048, 1024, 5, 0.163776 ms, 153.66 GB/s
   1, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 52, 4, 2048, 1024, 5, 0.164832 ms, 152.676 GB/s
   2, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 104, 8, 2048, 1024, 5, 0.16144 ms, 155.883 GB/s
   3, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 208, 16, 2048, 1024, 5, 0.163552 ms, 153.87 GB/s
   4, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 416, 32, 2048, 1024, 5, 0.161824 ms, 155.514 GB/s
   5, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 832, 64, 2048, 1024, 5, 0.162144 ms, 155.207 GB/s
   6, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 1664, 128, 2048, 1024, 5, 0.164352 ms, 153.121 GB/s
   7, 0, Tesla K80, 3.7, 2505, 823, 2097152, 13, 2048, 157, 2048, 1024, 5, 0.166176 ms, 151.441 GB/s
   0, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 26, 2, 65536, 64, 5, 1.22506 ms, 41.0852 GB/s
   1, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 52, 4, 65536, 64, 5, 0.67088 ms, 75.0233 GB/s
   2, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 104, 8, 65536, 64, 5, 0.421856 ms, 119.31 GB/s
   3, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 208, 16, 65536, 64, 5, 0.341312 ms, 147.465 GB/s
   4, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 416, 32, 65536, 64, 5, 0.3608 ms, 139.5 GB/s
   5, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 832, 64, 65536, 64, 5, 0.35184 ms, 143.053 GB/s
   6, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 1664, 128, 65536, 64, 5, 0.348896 ms, 144.26 GB/s
   7, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 3328, 256, 65536, 64, 5, 0.350176 ms, 143.732 GB/s
   8, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 6656, 512, 65536, 64, 5, 0.346368 ms, 145.313 GB/s
   9, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 13312, 1024, 65536, 64, 5, 0.347104 ms, 145.005 GB/s
  10, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 26624, 2048, 65536, 64, 5, 0.345504 ms, 145.676 GB/s
  11, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 53248, 4096, 65536, 64, 5, 0.362464 ms, 138.86 GB/s
  12, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 65536, 5041, 65536, 64, 5, 0.369568 ms, 136.19 GB/s
   0, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 26, 2, 32768, 128, 5, 0.670656 ms, 75.0484 GB/s
   1, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 52, 4, 32768, 128, 5, 0.420096 ms, 119.81 GB/s
   2, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 104, 8, 32768, 128, 5, 0.34 ms, 148.034 GB/s
   3, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 208, 16, 32768, 128, 5, 0.317696 ms, 158.427 GB/s
   4, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 416, 32, 32768, 128, 5, 0.320736 ms, 156.925 GB/s
   5, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 832, 64, 32768, 128, 5, 0.315072 ms, 159.746 GB/s
   6, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 1664, 128, 32768, 128, 5, 0.318624 ms, 157.966 GB/s
   7, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 3328, 256, 32768, 128, 5, 0.319936 ms, 157.318 GB/s
   8, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 6656, 512, 32768, 128, 5, 0.317824 ms, 158.363 GB/s
   9, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 13312, 1024, 32768, 128, 5, 0.311264 ms, 161.701 GB/s
  10, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 26624, 2048, 32768, 128, 5, 0.307872 ms, 163.482 GB/s
  11, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 32768, 2520, 32768, 128, 5, 0.305664 ms, 164.663 GB/s
   0, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 26, 2, 16384, 256, 5, 0.420384 ms, 119.728 GB/s
   1, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 52, 4, 16384, 256, 5, 0.341536 ms, 147.369 GB/s
   2, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 104, 8, 16384, 256, 5, 0.316896 ms, 158.827 GB/s
   3, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 208, 16, 16384, 256, 5, 0.320032 ms, 157.271 GB/s
   4, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 416, 32, 16384, 256, 5, 0.31632 ms, 159.116 GB/s
   5, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 832, 64, 16384, 256, 5, 0.319104 ms, 157.728 GB/s
   6, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 1664, 128, 16384, 256, 5, 0.319776 ms, 157.397 GB/s
   7, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 3328, 256, 16384, 256, 5, 0.318048 ms, 158.252 GB/s
   8, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 6656, 512, 16384, 256, 5, 0.312128 ms, 161.253 GB/s
   9, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 13312, 1024, 16384, 256, 5, 0.310496 ms, 162.101 GB/s
  10, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 16384, 1260, 16384, 256, 5, 0.309056 ms, 162.856 GB/s
   0, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 26, 2, 8192, 512, 5, 0.343744 ms, 146.422 GB/s
   1, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 52, 4, 8192, 512, 5, 0.317152 ms, 158.699 GB/s
   2, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 104, 8, 8192, 512, 5, 0.319168 ms, 157.696 GB/s
   3, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 208, 16, 8192, 512, 5, 0.315168 ms, 159.698 GB/s
   4, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 416, 32, 8192, 512, 5, 0.318592 ms, 157.982 GB/s
   5, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 832, 64, 8192, 512, 5, 0.316896 ms, 158.827 GB/s
   6, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 1664, 128, 8192, 512, 5, 0.316672 ms, 158.939 GB/s
   7, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 3328, 256, 8192, 512, 5, 0.314272 ms, 160.153 GB/s
   8, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 6656, 512, 8192, 512, 5, 0.3136 ms, 160.496 GB/s
   9, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 8192, 630, 8192, 512, 5, 0.31456 ms, 160.007 GB/s
   0, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 26, 2, 4096, 1024, 5, 0.3184 ms, 158.077 GB/s
   1, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 52, 4, 4096, 1024, 5, 0.321216 ms, 156.691 GB/s
   2, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 104, 8, 4096, 1024, 5, 0.31536 ms, 159.601 GB/s
   3, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 208, 16, 4096, 1024, 5, 0.315616 ms, 159.471 GB/s
   4, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 416, 32, 4096, 1024, 5, 0.314432 ms, 160.072 GB/s
   5, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 832, 64, 4096, 1024, 5, 0.315584 ms, 159.487 GB/s
   6, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 1664, 128, 4096, 1024, 5, 0.312672 ms, 160.973 GB/s
   7, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 3328, 256, 4096, 1024, 5, 0.31792 ms, 158.315 GB/s
   8, 0, Tesla K80, 3.7, 2505, 823, 4194304, 13, 4096, 315, 4096, 1024, 5, 0.316768 ms, 158.891 GB/s
   0, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 26, 2, 131072, 64, 5, 2.44074 ms, 41.243 GB/s
   1, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 52, 4, 131072, 64, 5, 1.33267 ms, 75.5349 GB/s
   2, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 104, 8, 131072, 64, 5, 0.833248 ms, 120.808 GB/s
   3, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 208, 16, 131072, 64, 5, 0.678944 ms, 148.265 GB/s
   4, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 416, 32, 131072, 64, 5, 0.762816 ms, 131.963 GB/s
   5, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 832, 64, 131072, 64, 5, 0.697824 ms, 144.253 GB/s
   6, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 1664, 128, 131072, 64, 5, 0.700704 ms, 143.66 GB/s
   7, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 3328, 256, 131072, 64, 5, 0.701856 ms, 143.424 GB/s
   8, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 6656, 512, 131072, 64, 5, 0.692416 ms, 145.38 GB/s
   9, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 13312, 1024, 131072, 64, 5, 0.688416 ms, 146.225 GB/s
  10, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 26624, 2048, 131072, 64, 5, 0.686304 ms, 146.675 GB/s
  11, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 53248, 4096, 131072, 64, 5, 0.688928 ms, 146.116 GB/s
  12, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 106496, 8192, 131072, 64, 5, 0.715296 ms, 140.73 GB/s
  13, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 131072, 10082, 131072, 64, 5, 0.730496 ms, 137.801 GB/s
   0, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 26, 2, 65536, 128, 5, 1.33571 ms, 75.363 GB/s
   1, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 52, 4, 65536, 128, 5, 0.833984 ms, 120.702 GB/s
   2, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 104, 8, 65536, 128, 5, 0.682016 ms, 147.597 GB/s
   3, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 208, 16, 65536, 128, 5, 0.672736 ms, 149.633 GB/s
   4, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 416, 32, 65536, 128, 5, 0.651872 ms, 154.422 GB/s
   5, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 832, 64, 65536, 128, 5, 0.636736 ms, 158.093 GB/s
   6, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 1664, 128, 65536, 128, 5, 0.640512 ms, 157.161 GB/s
   7, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 3328, 256, 65536, 128, 5, 0.639488 ms, 157.412 GB/s
   8, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 6656, 512, 65536, 128, 5, 0.640032 ms, 157.279 GB/s
   9, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 13312, 1024, 65536, 128, 5, 0.631584 ms, 159.382 GB/s
  10, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 26624, 2048, 65536, 128, 5, 0.620672 ms, 162.184 GB/s
  11, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 53248, 4096, 65536, 128, 5, 0.611136 ms, 164.715 GB/s
  12, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 65536, 5041, 65536, 128, 5, 0.608288 ms, 165.486 GB/s
   0, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 26, 2, 32768, 256, 5, 0.836384 ms, 120.355 GB/s
   1, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 52, 4, 32768, 256, 5, 0.680544 ms, 147.916 GB/s
   2, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 104, 8, 32768, 256, 5, 0.668096 ms, 150.672 GB/s
   3, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 208, 16, 32768, 256, 5, 0.655808 ms, 153.495 GB/s
   4, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 416, 32, 32768, 256, 5, 0.637312 ms, 157.95 GB/s
   5, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 832, 64, 32768, 256, 5, 0.640416 ms, 157.184 GB/s
   6, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 1664, 128, 32768, 256, 5, 0.637888 ms, 157.807 GB/s
   7, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 3328, 256, 32768, 256, 5, 0.638432 ms, 157.673 GB/s
   8, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 6656, 512, 32768, 256, 5, 0.6312 ms, 159.479 GB/s
   9, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 13312, 1024, 32768, 256, 5, 0.620288 ms, 162.285 GB/s
  10, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 26624, 2048, 32768, 256, 5, 0.61552 ms, 163.542 GB/s
  11, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 32768, 2520, 32768, 256, 5, 0.613632 ms, 164.045 GB/s
   0, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 26, 2, 16384, 512, 5, 0.683872 ms, 147.196 GB/s
   1, 0, Tesla K80, 3.7, 2505, 823, 8388608, 13, 52, 4, 16384, 512, 5, 0.657408 ms, 153.121 GB/s
