; reduction-grid 1048576 1073741824, Thu Aug 23 17:13:51 2018
index,dev_id,dev_name,dev_CC,dev_memClock,dev_clock,n,numSMs,blocks_i,blocks_i/numSMs,blocks_n,TBlocksize,TRuns,min_time,max_throughput
   3, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 896, 16, 2048, 1024, 5, 0.06384 ms, 262.801 GB/s
   4, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 1792, 32, 2048, 1024, 5, 0.099104 ms, 169.289 GB/s
   5, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 2048, 36, 2048, 1024, 5, 0.108768 ms, 154.248 GB/s
   0, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 112, 2, 65536, 64, 5, 0.164512 ms, 203.963 GB/s
   1, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 224, 4, 65536, 64, 5, 0.098944 ms, 339.125 GB/s
   2, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 448, 8, 65536, 64, 5, 0.071552 ms, 468.952 GB/s
   3, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 896, 16, 65536, 64, 5, 0.067712 ms, 495.546 GB/s
   4, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 1792, 32, 65536, 64, 5, 0.073216 ms, 458.294 GB/s
   5, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 3584, 64, 65536, 64, 5, 0.07504 ms, 447.154 GB/s
   6, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 7168, 128, 65536, 64, 5, 0.08048 ms, 416.929 GB/s
   7, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 14336, 256, 65536, 64, 5, 0.092448 ms, 362.955 GB/s
   8, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 28672, 512, 65536, 64, 5, 0.133568 ms, 251.216 GB/s
   9, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 57344, 1024, 65536, 64, 5, 0.230688 ms, 145.454 GB/s
  10, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 65536, 1170, 65536, 64, 5, 0.265344 ms, 126.456 GB/s
   0, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 112, 2, 32768, 128, 5, 0.099776 ms, 336.298 GB/s
   1, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 224, 4, 32768, 128, 5, 0.071424 ms, 469.792 GB/s
   2, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 448, 8, 32768, 128, 5, 0.068032 ms, 493.215 GB/s
   3, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 896, 16, 32768, 128, 5, 0.070784 ms, 474.04 GB/s
   4, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 1792, 32, 32768, 128, 5, 0.072224 ms, 464.588 GB/s
   5, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 3584, 64, 32768, 128, 5, 0.074336 ms, 451.389 GB/s
   6, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 7168, 128, 32768, 128, 5, 0.077344 ms, 433.834 GB/s
